642.0004,0.1
642.0003,0.1
642.0002,0.1
642.0001,0.1
642.0,89.510803
641.325,20.881
641.2801,0.1
641.198,9.31063
640.602,7.9895
640.537,3.89928
640.005,7.8507
639.2177,0.79473948
639.1899,0.40130507
639.1795,0.12517764
639.025,2.25331
638.9312,0.3409807
638.8066,0.60631753
638.79,19.27925
638.5,0.02011623
638.0001,0.18284665
637.0,0.06951017
636.3,6.265756
635.348,9.98998
635.0571,8.0
635.0,0.62450001
634.984,5.66734
634.777,1.4
634.538,0.892
634.121,4.47412
633.981,2.48136
