651.44399999,0.646
651.44400000,1
651.50000000,2.38
652.44400000,1
652.64601500,0.00127336
652.75360499,1.96933296
652.75360500,0.00127315
652.80000000,0.00156086
653.00000000,11.03175972
653.16366500,0.00127235
653.55555500,0.3
653.56459000,0.00127157
653.76860500,0.00127118
653.79296500,0.00127113
653.85391200,0.00144293
654.00000000,0.004
654.10618568,0.16833704
654.32000000,0.00032094
654.55555500,0.3
654.58480045,0.47861978
654.65015000,0.045
654.83369186,0.01916662
654.99000000,20
655.00000000,0.01
655.00000012,0.8
655.03100556,0.001
655.32101600,0.0014397
655.55555500,0.3
655.88591200,0.00143846
655.99248000,0.01639819
